Timestamp,Point(01101020),Point(01101520),Point(01101540),Point(01102010),Point(01102020),Point(01102510),Point(01103010),Point(01103520),Point(01104030),Point(01105010),Point(01105520),Point(01106050),Point(01107020),Point(01107030),Point(01108010),Point(01110010),Point(01203090),Point(01203100),Point(01203110),Point(01203520),Point(01224010),Point(01224020),Point(01224050),Point(01224060),Point(01302010),Point(01579030)
2024-06-18 05:00:00,NaN,14.0,13.0,15.0,12.0,15.0,NaN,15.0,14.0,NaN,16.0,14.0,13.0,13.0,13.0,14.0,NaN,16.0,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN
2024-06-18 06:00:00,NaN,14.0,14.0,14.0,9.0,14.0,NaN,15.0,16.0,NaN,15.0,14.0,13.0,13.0,11.0,14.0,NaN,17.0,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN
2024-06-18 07:00:00,NaN,15.0,14.0,11.0,17.0,15.0,NaN,7.0,12.0,NaN,14.0,14.0,15.0,14.0,13.0,13.0,NaN,19.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-18 08:00:00,NaN,12.0,14.0,13.0,20.0,16.0,NaN,13.0,14.0,NaN,11.0,13.0,14.0,14.0,9.0,10.0,NaN,18.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-18 09:00:00,NaN,12.0,15.0,11.0,15.0,15.0,NaN,16.0,13.0,NaN,13.0,14.0,14.0,14.0,10.0,12.0,NaN,15.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-18 10:00:00,NaN,12.0,16.0,13.0,11.0,12.0,NaN,13.0,10.0,NaN,11.0,12.0,11.0,15.0,10.0,12.0,NaN,17.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-18 11:00:00,NaN,14.0,15.0,12.0,16.0,16.0,NaN,9.0,12.0,NaN,13.0,14.0,12.0,13.0,10.0,14.0,NaN,19.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-18 12:00:00,NaN,12.0,13.0,11.0,19.0,7.0,NaN,6.0,11.0,NaN,14.0,15.0,11.0,12.0,11.0,11.0,NaN,14.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-18 13:00:00,NaN,12.0,13.0,11.0,14.0,15.0,NaN,7.0,11.0,NaN,13.0,10.0,11.0,13.0,9.0,11.0,NaN,15.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-18 14:00:00,NaN,13.0,12.0,10.0,25.0,13.0,NaN,7.0,11.0,NaN,12.0,13.0,12.0,10.0,8.0,12.0,NaN,15.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-18 15:00:00,NaN,11.0,13.0,9.0,17.0,11.0,NaN,7.0,8.0,NaN,10.0,16.0,11.0,12.0,8.0,12.0,NaN,20.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-18 16:00:00,NaN,11.0,13.0,12.0,18.0,12.0,NaN,8.0,8.0,NaN,10.0,14.0,12.0,8.0,8.0,12.0,NaN,16.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-18 17:00:00,NaN,13.0,13.0,15.0,16.0,11.0,NaN,16.0,11.0,NaN,11.0,11.0,13.0,13.0,6.0,11.0,NaN,20.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-18 18:00:00,NaN,15.0,14.0,16.0,4.0,17.0,NaN,12.0,15.0,NaN,16.0,13.0,15.0,13.0,13.0,16.0,NaN,25.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-18 19:00:00,NaN,14.0,15.0,11.0,5.0,16.0,NaN,12.0,15.0,NaN,16.0,14.0,15.0,11.0,13.0,16.0,NaN,22.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-18 20:00:00,NaN,17.0,14.0,12.0,2.0,12.0,NaN,10.0,13.0,NaN,14.0,14.0,13.0,12.0,12.0,13.0,NaN,22.0,NaN,NaN,NaN,17.0,NaN,NaN,NaN,NaN
2024-06-18 21:00:00,NaN,14.0,12.0,10.0,6.0,11.0,NaN,10.0,11.0,NaN,12.0,13.0,9.0,7.0,10.0,13.0,NaN,12.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-18 22:00:00,NaN,13.0,10.0,10.0,4.0,14.0,NaN,15.0,8.0,NaN,10.0,7.0,12.0,11.0,9.0,8.0,NaN,7.0,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN
2024-06-18 23:00:00,NaN,9.0,7.0,10.0,-2.0,8.0,NaN,6.0,9.0,NaN,9.0,8.0,8.0,7.0,8.0,9.0,NaN,14.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-19 00:00:00,NaN,8.0,8.0,8.0,5.0,10.0,NaN,7.0,3.0,NaN,9.0,7.0,6.0,8.0,5.0,6.0,NaN,9.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-19 01:00:00,NaN,8.0,9.0,9.0,4.0,8.0,NaN,5.0,4.0,NaN,10.0,6.0,8.0,7.0,6.0,6.0,NaN,9.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-19 02:00:00,NaN,8.0,8.0,9.0,9.0,7.0,NaN,8.0,9.0,NaN,9.0,8.0,8.0,6.0,8.0,10.0,NaN,3.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-19 03:00:00,NaN,8.0,8.0,9.0,4.0,12.0,NaN,5.0,7.0,NaN,9.0,6.0,5.0,7.0,9.0,10.0,NaN,10.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-19 04:00:00,NaN,8.0,8.0,9.0,5.0,8.0,NaN,6.0,5.0,NaN,9.0,7.0,5.0,6.0,6.0,9.0,NaN,3.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-19 05:00:00,NaN,8.0,9.0,8.0,3.0,8.0,NaN,4.0,7.0,NaN,11.0,6.0,5.0,3.0,5.0,6.0,NaN,0.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-19 06:00:00,NaN,5.0,7.0,7.0,2.0,7.0,NaN,6.0,5.0,NaN,9.0,5.0,5.0,4.0,5.0,7.0,NaN,4.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-19 07:00:00,NaN,4.0,5.0,5.0,9.0,5.0,NaN,5.0,4.0,NaN,6.0,7.0,6.0,8.0,5.0,6.0,NaN,8.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-19 08:00:00,NaN,5.0,5.0,6.0,15.0,5.0,NaN,5.0,6.0,NaN,8.0,5.0,6.0,6.0,5.0,5.0,NaN,5.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-19 09:00:00,NaN,5.0,5.0,4.0,15.0,11.0,NaN,6.0,6.0,NaN,4.0,5.0,4.0,7.0,1.0,3.0,NaN,10.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-19 10:00:00,NaN,3.0,2.0,5.0,15.0,3.0,NaN,NaN,5.0,NaN,3.0,4.0,4.0,5.0,4.0,5.0,NaN,12.0,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN
2024-06-19 11:00:00,NaN,1.0,1.0,3.0,20.0,4.0,NaN,NaN,3.0,NaN,5.0,1.0,1.0,5.0,3.0,3.0,NaN,6.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-19 12:00:00,NaN,3.0,2.0,3.0,21.0,-1.0,NaN,NaN,4.0,NaN,4.0,4.0,3.0,3.0,0.0,3.0,NaN,8.0,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN
2024-06-19 13:00:00,NaN,4.0,1.0,2.0,15.0,-1.0,NaN,NaN,2.0,NaN,6.0,2.0,3.0,3.0,5.0,3.0,NaN,14.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-19 14:00:00,NaN,6.0,3.0,6.0,8.0,1.0,NaN,NaN,5.0,NaN,4.0,5.0,4.0,4.0,4.0,4.0,NaN,10.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-19 15:00:00,NaN,4.0,6.0,4.0,6.0,6.0,NaN,NaN,4.0,NaN,5.0,5.0,5.0,6.0,4.0,5.0,NaN,15.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-19 16:00:00,NaN,4.0,6.0,4.0,2.0,11.0,NaN,NaN,3.0,NaN,6.0,3.0,4.0,4.0,4.0,4.0,NaN,9.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-19 17:00:00,NaN,3.0,4.0,1.0,4.0,6.0,NaN,NaN,5.0,NaN,4.0,7.0,6.0,2.0,3.0,5.0,NaN,9.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-19 18:00:00,NaN,5.0,5.0,2.0,3.0,2.0,NaN,NaN,2.0,NaN,7.0,3.0,3.0,5.0,4.0,4.0,NaN,7.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-19 19:00:00,NaN,7.0,5.0,4.0,0.0,9.0,NaN,NaN,3.0,NaN,6.0,4.0,3.0,5.0,2.0,5.0,NaN,6.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-19 20:00:00,NaN,8.0,5.0,5.0,-8.0,6.0,NaN,NaN,5.0,NaN,7.0,6.0,4.0,4.0,3.0,6.0,NaN,2.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-19 21:00:00,NaN,6.0,6.0,4.0,-7.0,10.0,NaN,NaN,4.0,NaN,8.0,6.0,5.0,5.0,4.0,5.0,NaN,8.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-19 22:00:00,NaN,5.0,5.0,3.0,-4.0,2.0,NaN,NaN,5.0,NaN,7.0,5.0,6.0,4.0,1.0,6.0,NaN,6.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-19 23:00:00,NaN,5.0,6.0,5.0,5.0,4.0,NaN,NaN,4.0,NaN,7.0,5.0,6.0,4.0,2.0,7.0,NaN,4.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-20 00:00:00,NaN,8.0,5.0,6.0,1.0,9.0,NaN,NaN,5.0,NaN,7.0,5.0,3.0,3.0,4.0,5.0,NaN,8.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-20 01:00:00,NaN,7.0,5.0,3.0,-2.0,6.0,NaN,NaN,4.0,NaN,4.0,3.0,1.0,3.0,6.0,5.0,NaN,5.0,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN
2024-06-20 02:00:00,NaN,6.0,5.0,6.0,4.0,5.0,NaN,NaN,3.0,NaN,3.0,1.0,3.0,2.0,6.0,4.0,NaN,6.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-20 03:00:00,NaN,4.0,5.0,5.0,3.0,14.0,NaN,NaN,6.0,NaN,2.0,2.0,4.0,3.0,3.0,4.0,NaN,3.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-20 04:00:00,NaN,2.0,3.0,6.0,3.0,2.0,NaN,NaN,3.0,NaN,6.0,3.0,2.0,5.0,4.0,3.0,NaN,-2.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-20 05:00:00,NaN,5.0,4.0,5.0,3.0,0.0,NaN,NaN,3.0,NaN,4.0,2.0,5.0,4.0,5.0,3.0,NaN,3.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-20 06:00:00,NaN,3.0,4.0,5.0,0.0,-1.0,NaN,NaN,6.0,NaN,3.0,3.0,5.0,4.0,4.0,5.0,NaN,7.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-20 07:00:00,NaN,4.0,4.0,7.0,10.0,6.0,NaN,NaN,5.0,NaN,3.0,3.0,4.0,5.0,2.0,4.0,NaN,8.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-20 08:00:00,NaN,4.0,3.0,7.0,10.0,1.0,NaN,NaN,6.0,NaN,5.0,4.0,5.0,7.0,5.0,6.0,NaN,7.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-20 09:00:00,NaN,4.0,3.0,9.0,7.0,4.0,NaN,NaN,6.0,NaN,5.0,3.0,5.0,4.0,7.0,4.0,NaN,7.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-20 10:00:00,NaN,6.0,7.0,10.0,5.0,4.0,NaN,NaN,8.0,NaN,9.0,4.0,4.0,8.0,NaN,7.0,NaN,10.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-20 11:00:00,NaN,6.0,7.0,10.0,10.0,5.0,NaN,NaN,7.0,NaN,8.0,4.0,6.0,5.0,NaN,8.0,NaN,12.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-20 12:00:00,NaN,5.0,6.0,7.0,9.0,11.0,NaN,NaN,8.0,NaN,5.0,7.0,2.0,2.0,NaN,6.0,NaN,13.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-20 13:00:00,NaN,8.0,7.0,8.0,8.0,3.0,NaN,NaN,8.0,NaN,7.0,5.0,4.0,2.0,NaN,9.0,NaN,7.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-20 14:00:00,NaN,8.0,7.0,6.0,11.0,9.0,NaN,NaN,7.0,NaN,7.0,5.0,6.0,7.0,NaN,8.0,NaN,12.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-20 15:00:00,NaN,6.0,6.0,7.0,23.0,5.0,NaN,NaN,7.0,NaN,7.0,6.0,7.0,8.0,NaN,6.0,NaN,5.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-20 16:00:00,NaN,NaN,NaN,NaN,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-20 17:00:00,NaN,5.0,6.0,5.0,18.0,9.0,NaN,5.0,6.0,NaN,6.0,11.0,7.0,5.0,NaN,6.0,NaN,12.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-20 18:00:00,NaN,8.0,8.0,6.0,16.0,8.0,NaN,5.0,9.0,NaN,7.0,10.0,7.0,7.0,NaN,8.0,NaN,12.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-20 19:00:00,NaN,9.0,9.0,7.0,9.0,10.0,NaN,8.0,7.0,NaN,5.0,8.0,7.0,6.0,NaN,9.0,NaN,8.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-20 20:00:00,NaN,7.0,6.0,6.0,-4.0,8.0,NaN,8.0,5.0,NaN,8.0,8.0,6.0,7.0,NaN,7.0,NaN,10.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-20 21:00:00,NaN,9.0,7.0,7.0,2.0,14.0,NaN,9.0,6.0,NaN,7.0,6.0,7.0,8.0,NaN,6.0,NaN,9.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-20 22:00:00,NaN,9.0,7.0,6.0,-1.0,5.0,NaN,10.0,5.0,NaN,5.0,6.0,5.0,8.0,NaN,7.0,NaN,8.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-20 23:00:00,NaN,8.0,4.0,8.0,2.0,8.0,NaN,3.0,7.0,NaN,5.0,6.0,6.0,6.0,NaN,5.0,NaN,6.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-21 00:00:00,NaN,6.0,6.0,8.0,5.0,6.0,NaN,7.0,7.0,NaN,6.0,6.0,7.0,6.0,NaN,7.0,NaN,7.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 01:00:00,NaN,7.0,7.0,8.0,-5.0,11.0,NaN,4.0,7.0,NaN,7.0,7.0,6.0,6.0,NaN,7.0,NaN,9.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-21 02:00:00,NaN,8.0,7.0,8.0,11.0,9.0,NaN,7.0,8.0,NaN,8.0,8.0,7.0,8.0,NaN,7.0,NaN,10.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-21 03:00:00,NaN,8.0,8.0,10.0,2.0,4.0,NaN,10.0,7.0,NaN,9.0,8.0,10.0,7.0,NaN,10.0,NaN,8.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-21 04:00:00,NaN,9.0,7.0,9.0,10.0,7.0,NaN,9.0,7.0,NaN,9.0,6.0,8.0,7.0,NaN,10.0,NaN,6.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-21 05:00:00,NaN,9.0,10.0,10.0,11.0,6.0,NaN,7.0,10.0,NaN,7.0,9.0,7.0,6.0,NaN,10.0,NaN,12.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-21 06:00:00,NaN,8.0,8.0,9.0,5.0,6.0,NaN,11.0,9.0,NaN,7.0,10.0,7.0,8.0,NaN,10.0,NaN,14.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-21 07:00:00,NaN,10.0,9.0,10.0,8.0,12.0,NaN,7.0,7.0,NaN,8.0,13.0,7.0,10.0,NaN,8.0,NaN,9.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-21 08:00:00,NaN,11.0,9.0,11.0,12.0,12.0,NaN,4.0,10.0,NaN,9.0,9.0,7.0,10.0,NaN,9.0,NaN,14.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-21 09:00:00,NaN,7.0,11.0,8.0,24.0,12.0,NaN,12.0,9.0,NaN,10.0,11.0,8.0,9.0,NaN,9.0,NaN,11.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 10:00:00,NaN,10.0,11.0,13.0,25.0,16.0,NaN,13.0,13.0,NaN,12.0,12.0,11.0,11.0,NaN,9.0,NaN,12.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 11:00:00,NaN,14.0,12.0,12.0,41.0,20.0,NaN,14.0,11.0,NaN,13.0,14.0,11.0,10.0,NaN,12.0,NaN,16.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-21 12:00:00,NaN,14.0,13.0,12.0,40.0,12.0,NaN,10.0,13.0,NaN,14.0,14.0,11.0,12.0,NaN,14.0,NaN,22.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-21 13:00:00,NaN,14.0,12.0,13.0,33.0,13.0,NaN,10.0,12.0,NaN,14.0,14.0,9.0,9.0,NaN,15.0,NaN,7.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-21 14:00:00,NaN,13.0,12.0,10.0,18.0,15.0,NaN,11.0,11.0,NaN,16.0,13.0,9.0,11.0,NaN,14.0,NaN,13.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-21 15:00:00,NaN,12.0,11.0,12.0,10.0,17.0,NaN,10.0,10.0,NaN,14.0,13.0,7.0,11.0,NaN,15.0,NaN,14.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-21 16:00:00,NaN,13.0,12.0,10.0,10.0,16.0,NaN,11.0,10.0,NaN,14.0,13.0,13.0,11.0,NaN,12.0,NaN,11.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 17:00:00,NaN,14.0,10.0,10.0,8.0,11.0,NaN,5.0,10.0,NaN,14.0,10.0,11.0,9.0,10.0,13.0,NaN,13.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 18:00:00,NaN,12.0,12.0,12.0,0.0,12.0,NaN,11.0,13.0,NaN,13.0,10.0,11.0,8.0,12.0,12.0,NaN,13.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 19:00:00,NaN,14.0,10.0,9.0,1.0,13.0,NaN,8.0,10.0,NaN,12.0,11.0,11.0,9.0,8.0,12.0,NaN,16.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-21 20:00:00,NaN,10.0,11.0,10.0,-5.0,10.0,NaN,11.0,10.0,NaN,12.0,11.0,11.0,8.0,9.0,13.0,NaN,14.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-21 21:00:00,NaN,14.0,11.0,11.0,0.0,10.0,NaN,13.0,9.0,NaN,11.0,11.0,10.0,12.0,9.0,11.0,NaN,13.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-21 22:00:00,NaN,10.0,11.0,10.0,5.0,18.0,NaN,12.0,10.0,NaN,11.0,12.0,11.0,10.0,10.0,11.0,NaN,12.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-21 23:00:00,NaN,13.0,11.0,10.0,6.0,5.0,NaN,16.0,9.0,NaN,14.0,12.0,11.0,11.0,6.0,11.0,NaN,10.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-22 00:00:00,NaN,13.0,12.0,10.0,11.0,10.0,NaN,8.0,12.0,NaN,16.0,12.0,9.0,10.0,9.0,12.0,NaN,6.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-22 01:00:00,NaN,10.0,12.0,11.0,10.0,6.0,NaN,12.0,11.0,NaN,15.0,11.0,11.0,7.0,9.0,12.0,NaN,8.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-22 02:00:00,NaN,11.0,14.0,7.0,12.0,10.0,NaN,9.0,12.0,NaN,11.0,14.0,12.0,9.0,6.0,12.0,NaN,6.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-22 03:00:00,NaN,14.0,12.0,8.0,17.0,15.0,NaN,13.0,10.0,NaN,13.0,14.0,10.0,9.0,7.0,13.0,NaN,12.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-22 04:00:00,NaN,12.0,11.0,10.0,18.0,13.0,NaN,8.0,11.0,NaN,13.0,13.0,13.0,5.0,11.0,12.0,NaN,12.0,NaN,NaN,NaN,17.0,NaN,NaN,NaN,NaN
2024-06-22 05:00:00,NaN,11.0,12.0,9.0,14.0,13.0,NaN,9.0,12.0,NaN,13.0,12.0,10.0,10.0,11.0,12.0,NaN,13.0,NaN,NaN,NaN,17.0,NaN,NaN,NaN,NaN
2024-06-22 06:00:00,NaN,12.0,11.0,8.0,19.0,14.0,NaN,10.0,9.0,NaN,12.0,13.0,10.0,7.0,13.0,13.0,NaN,9.0,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN
2024-06-22 07:00:00,NaN,12.0,12.0,11.0,13.0,14.0,NaN,14.0,14.0,NaN,15.0,16.0,12.0,7.0,14.0,15.0,NaN,10.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-22 08:00:00,NaN,13.0,14.0,15.0,19.0,23.0,NaN,11.0,14.0,NaN,17.0,16.0,14.0,9.0,6.0,11.0,NaN,9.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-22 09:00:00,NaN,16.0,17.0,15.0,15.0,16.0,NaN,17.0,12.0,NaN,16.0,16.0,15.0,11.0,8.0,10.0,NaN,12.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
