Timestamp,Point(01101020),Point(01101520),Point(01101540),Point(01102010),Point(01102020),Point(01102510),Point(01103010),Point(01103520),Point(01104030),Point(01105010),Point(01105520),Point(01106050),Point(01107020),Point(01107030),Point(01108010),Point(01110010),Point(01203090),Point(01203100),Point(01203110),Point(01203520),Point(01224010),Point(01224020),Point(01224050),Point(01224060),Point(01302010),Point(01579030)
2024-06-22 10:00:00,NaN,15.0,15.0,12.0,17.0,13.0,NaN,11.0,10.0,NaN,11.0,12.0,16.0,17.0,10.0,10.0,NaN,16.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-22 11:00:00,NaN,9.0,10.0,10.0,40.0,7.0,NaN,13.0,11.0,NaN,10.0,11.0,12.0,18.0,8.0,10.0,NaN,19.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-22 12:00:00,NaN,11.0,9.0,12.0,38.0,19.0,NaN,9.0,8.0,NaN,10.0,13.0,15.0,10.0,7.0,9.0,NaN,9.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-22 13:00:00,NaN,10.0,12.0,13.0,38.0,6.0,NaN,12.0,14.0,NaN,13.0,14.0,9.0,6.0,11.0,10.0,NaN,12.0,NaN,NaN,NaN,17.0,NaN,NaN,NaN,NaN
2024-06-22 14:00:00,NaN,10.0,7.0,8.0,6.0,8.0,NaN,6.0,11.0,NaN,11.0,9.0,6.0,6.0,8.0,10.0,NaN,8.0,NaN,NaN,NaN,19.0,NaN,NaN,NaN,NaN
2024-06-22 15:00:00,NaN,10.0,8.0,6.0,-6.0,8.0,NaN,10.0,8.0,NaN,10.0,7.0,7.0,5.0,7.0,10.0,NaN,12.0,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN
2024-06-22 16:00:00,NaN,10.0,10.0,5.0,-12.0,9.0,NaN,7.0,9.0,NaN,10.0,8.0,7.0,6.0,10.0,9.0,NaN,9.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-22 17:00:00,NaN,9.0,7.0,7.0,-6.0,8.0,NaN,7.0,10.0,NaN,7.0,9.0,8.0,5.0,7.0,9.0,NaN,9.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-22 18:00:00,NaN,9.0,9.0,4.0,1.0,5.0,NaN,6.0,8.0,NaN,9.0,10.0,6.0,8.0,7.0,11.0,NaN,7.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-22 19:00:00,NaN,8.0,5.0,7.0,-2.0,6.0,NaN,6.0,7.0,NaN,9.0,9.0,3.0,3.0,6.0,11.0,NaN,7.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-22 20:00:00,NaN,9.0,6.0,6.0,0.0,12.0,NaN,7.0,5.0,NaN,8.0,8.0,5.0,4.0,6.0,8.0,NaN,10.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-22 21:00:00,NaN,7.0,6.0,6.0,-2.0,2.0,NaN,6.0,4.0,NaN,8.0,6.0,5.0,4.0,4.0,7.0,NaN,9.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-22 22:00:00,NaN,6.0,4.0,6.0,2.0,5.0,NaN,4.0,5.0,NaN,6.0,4.0,4.0,4.0,5.0,3.0,NaN,6.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-22 23:00:00,NaN,6.0,6.0,6.0,4.0,8.0,NaN,5.0,5.0,NaN,7.0,6.0,7.0,5.0,2.0,5.0,NaN,8.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-23 00:00:00,NaN,4.0,5.0,6.0,2.0,10.0,NaN,9.0,5.0,NaN,4.0,4.0,4.0,5.0,1.0,5.0,NaN,6.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-23 01:00:00,NaN,4.0,3.0,5.0,6.0,9.0,NaN,5.0,3.0,NaN,2.0,6.0,5.0,2.0,5.0,5.0,NaN,2.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-23 02:00:00,NaN,3.0,4.0,3.0,2.0,7.0,NaN,4.0,2.0,NaN,3.0,3.0,3.0,3.0,2.0,4.0,NaN,4.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-23 03:00:00,NaN,3.0,1.0,3.0,-1.0,3.0,NaN,1.0,2.0,NaN,3.0,3.0,5.0,2.0,2.0,2.0,NaN,1.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-23 04:00:00,NaN,5.0,5.0,4.0,6.0,0.0,NaN,1.0,3.0,NaN,4.0,3.0,5.0,1.0,3.0,4.0,NaN,4.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-23 05:00:00,NaN,3.0,4.0,4.0,3.0,6.0,NaN,0.0,3.0,NaN,6.0,5.0,3.0,3.0,2.0,6.0,NaN,8.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-23 06:00:00,NaN,5.0,4.0,4.0,4.0,8.0,NaN,6.0,7.0,NaN,9.0,5.0,5.0,4.0,6.0,7.0,NaN,9.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-23 07:00:00,NaN,9.0,6.0,5.0,13.0,14.0,NaN,7.0,11.0,NaN,10.0,4.0,6.0,3.0,9.0,9.0,NaN,5.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-23 08:00:00,NaN,11.0,7.0,10.0,11.0,9.0,NaN,13.0,12.0,NaN,12.0,8.0,7.0,5.0,11.0,15.0,NaN,3.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-23 09:00:00,NaN,14.0,11.0,13.0,23.0,15.0,NaN,14.0,12.0,NaN,15.0,11.0,10.0,9.0,12.0,15.0,NaN,2.0,NaN,NaN,NaN,21.0,NaN,NaN,NaN,NaN
2024-06-23 10:00:00,NaN,14.0,15.0,15.0,23.0,19.0,NaN,14.0,17.0,NaN,18.0,13.0,16.0,12.0,15.0,16.0,NaN,5.0,NaN,NaN,NaN,20.0,NaN,NaN,NaN,NaN
2024-06-23 11:00:00,NaN,15.0,20.0,18.0,25.0,23.0,NaN,17.0,19.0,NaN,19.0,17.0,15.0,12.0,19.0,21.0,NaN,12.0,NaN,NaN,NaN,28.0,NaN,NaN,NaN,NaN
2024-06-23 12:00:00,NaN,21.0,19.0,14.0,40.0,17.0,NaN,17.0,22.0,NaN,22.0,19.0,13.0,11.0,22.0,22.0,NaN,12.0,NaN,NaN,NaN,29.0,NaN,NaN,NaN,NaN
2024-06-23 13:00:00,NaN,17.0,16.0,10.0,45.0,17.0,NaN,14.0,15.0,NaN,17.0,20.0,12.0,10.0,19.0,21.0,NaN,7.0,NaN,NaN,NaN,25.0,NaN,NaN,NaN,NaN
2024-06-23 14:00:00,NaN,10.0,12.0,11.0,35.0,16.0,NaN,14.0,11.0,NaN,15.0,18.0,10.0,9.0,17.0,18.0,NaN,7.0,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN
2024-06-23 15:00:00,NaN,10.0,11.0,11.0,11.0,14.0,NaN,8.0,10.0,NaN,12.0,11.0,9.0,8.0,13.0,14.0,NaN,12.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-23 16:00:00,NaN,10.0,12.0,12.0,9.0,11.0,NaN,9.0,11.0,NaN,10.0,10.0,12.0,10.0,12.0,12.0,NaN,10.0,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN
2024-06-23 17:00:00,NaN,9.0,11.0,11.0,9.0,9.0,NaN,8.0,9.0,NaN,8.0,8.0,11.0,9.0,8.0,12.0,NaN,11.0,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN
2024-06-23 18:00:00,NaN,8.0,6.0,9.0,11.0,9.0,NaN,9.0,11.0,NaN,10.0,3.0,5.0,11.0,10.0,10.0,NaN,9.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-23 19:00:00,NaN,8.0,7.0,8.0,-5.0,7.0,NaN,9.0,8.0,NaN,6.0,7.0,4.0,4.0,4.0,7.0,NaN,13.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-23 20:00:00,NaN,8.0,7.0,6.0,-7.0,9.0,NaN,4.0,5.0,NaN,6.0,5.0,3.0,3.0,5.0,7.0,NaN,12.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-23 21:00:00,NaN,7.0,6.0,5.0,-8.0,6.0,NaN,4.0,5.0,NaN,6.0,5.0,4.0,3.0,5.0,6.0,NaN,13.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-23 22:00:00,NaN,6.0,6.0,6.0,2.0,9.0,NaN,2.0,7.0,NaN,7.0,6.0,5.0,5.0,6.0,8.0,NaN,12.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-23 23:00:00,NaN,7.0,3.0,8.0,3.0,7.0,NaN,4.0,5.0,NaN,4.0,5.0,4.0,2.0,5.0,8.0,NaN,11.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-24 00:00:00,NaN,6.0,4.0,7.0,1.0,5.0,NaN,6.0,7.0,NaN,7.0,4.0,3.0,2.0,6.0,9.0,NaN,8.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-24 01:00:00,NaN,4.0,4.0,4.0,12.0,4.0,NaN,4.0,4.0,NaN,2.0,2.0,2.0,0.0,3.0,3.0,NaN,10.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-24 02:00:00,NaN,3.0,2.0,3.0,2.0,0.0,NaN,2.0,3.0,NaN,0.0,1.0,0.0,2.0,0.0,3.0,NaN,10.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-24 03:00:00,NaN,1.0,2.0,2.0,-3.0,5.0,NaN,0.0,1.0,NaN,1.0,2.0,1.0,-1.0,0.0,1.0,NaN,5.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-24 04:00:00,NaN,1.0,3.0,0.0,1.0,-1.0,NaN,0.0,2.0,NaN,1.0,1.0,-1.0,1.0,0.0,2.0,NaN,9.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-24 05:00:00,NaN,2.0,2.0,1.0,1.0,7.0,NaN,3.0,1.0,NaN,3.0,1.0,1.0,1.0,0.0,3.0,NaN,4.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 06:00:00,NaN,1.0,1.0,-1.0,-1.0,0.0,NaN,3.0,3.0,NaN,3.0,1.0,0.0,0.0,-3.0,2.0,NaN,3.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN
2024-06-24 07:00:00,NaN,2.0,3.0,1.0,-10.0,0.0,NaN,6.0,1.0,NaN,1.0,1.0,2.0,0.0,1.0,1.0,NaN,4.0,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN
2024-06-24 08:00:00,NaN,1.0,3.0,3.0,0.0,-1.0,NaN,3.0,3.0,NaN,0.0,1.0,2.0,0.0,1.0,0.0,NaN,5.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 09:00:00,NaN,0.0,3.0,2.0,6.0,7.0,NaN,1.0,2.0,NaN,1.0,2.0,1.0,0.0,1.0,1.0,NaN,11.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 10:00:00,NaN,NaN,3.0,1.0,10.0,0.0,NaN,1.0,1.0,NaN,2.0,5.0,1.0,0.0,1.0,1.0,NaN,8.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-24 11:00:00,NaN,NaN,3.0,2.0,5.0,-2.0,NaN,1.0,0.0,NaN,1.0,3.0,1.0,0.0,2.0,3.0,NaN,8.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 12:00:00,NaN,NaN,3.0,2.0,2.0,2.0,NaN,-1.0,2.0,NaN,2.0,3.0,0.0,0.0,1.0,3.0,NaN,11.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 13:00:00,NaN,NaN,2.0,0.0,7.0,3.0,NaN,3.0,2.0,NaN,1.0,0.0,2.0,-1.0,-2.0,0.0,NaN,7.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-24 14:00:00,NaN,NaN,1.0,0.0,4.0,2.0,NaN,3.0,1.0,NaN,2.0,1.0,-1.0,1.0,-1.0,4.0,NaN,0.0,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN
2024-06-24 15:00:00,NaN,NaN,3.0,2.0,8.0,3.0,NaN,1.0,1.0,NaN,-1.0,4.0,-1.0,-1.0,1.0,2.0,NaN,-2.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 16:00:00,NaN,NaN,1.0,1.0,3.0,0.0,NaN,2.0,0.0,NaN,3.0,2.0,0.0,1.0,1.0,2.0,NaN,3.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-24 17:00:00,NaN,NaN,3.0,2.0,-4.0,2.0,NaN,1.0,-1.0,NaN,1.0,2.0,1.0,1.0,-1.0,1.0,NaN,9.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN
2024-06-24 18:00:00,NaN,NaN,1.0,0.0,1.0,4.0,NaN,4.0,2.0,NaN,2.0,-1.0,2.0,1.0,1.0,2.0,NaN,4.0,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN
2024-06-24 19:00:00,NaN,NaN,3.0,2.0,1.0,5.0,NaN,4.0,0.0,NaN,3.0,0.0,-1.0,1.0,0.0,1.0,NaN,7.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-24 20:00:00,NaN,NaN,1.0,2.0,-2.0,1.0,NaN,2.0,1.0,NaN,2.0,2.0,3.0,2.0,0.0,3.0,NaN,3.0,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN
2024-06-24 21:00:00,NaN,NaN,2.0,2.0,0.0,0.0,NaN,2.0,-1.0,NaN,0.0,-1.0,2.0,2.0,-1.0,3.0,NaN,3.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-24 22:00:00,NaN,NaN,0.0,1.0,-2.0,9.0,NaN,0.0,0.0,NaN,1.0,2.0,4.0,2.0,-2.0,-1.0,NaN,9.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN
2024-06-24 23:00:00,NaN,NaN,2.0,2.0,-2.0,3.0,NaN,4.0,-1.0,NaN,1.0,2.0,2.0,2.0,-1.0,0.0,NaN,4.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-25 00:00:00,NaN,NaN,3.0,-1.0,0.0,-1.0,NaN,-2.0,0.0,NaN,2.0,2.0,3.0,2.0,-1.0,3.0,NaN,8.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN
2024-06-25 01:00:00,NaN,NaN,2.0,1.0,0.0,-5.0,NaN,4.0,2.0,NaN,3.0,2.0,3.0,3.0,3.0,1.0,NaN,4.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-25 02:00:00,NaN,NaN,1.0,3.0,6.0,5.0,NaN,2.0,4.0,NaN,2.0,3.0,2.0,1.0,3.0,6.0,NaN,8.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-25 03:00:00,NaN,NaN,3.0,3.0,3.0,1.0,NaN,5.0,4.0,NaN,4.0,3.0,4.0,1.0,5.0,5.0,NaN,5.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-25 04:00:00,NaN,NaN,2.0,5.0,2.0,4.0,NaN,7.0,5.0,NaN,7.0,4.0,5.0,2.0,7.0,7.0,NaN,7.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-25 05:00:00,NaN,NaN,5.0,9.0,4.0,8.0,NaN,8.0,6.0,NaN,5.0,5.0,5.0,3.0,8.0,9.0,NaN,2.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-25 06:00:00,NaN,NaN,4.0,6.0,6.0,6.0,NaN,9.0,9.0,NaN,6.0,4.0,3.0,3.0,12.0,10.0,NaN,5.0,NaN,NaN,NaN,19.0,NaN,NaN,NaN,NaN
2024-06-25 07:00:00,NaN,NaN,6.0,9.0,2.0,7.0,NaN,9.0,10.0,NaN,9.0,5.0,3.0,2.0,8.0,10.0,NaN,4.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-25 08:00:00,NaN,NaN,7.0,9.0,13.0,3.0,NaN,10.0,10.0,NaN,9.0,7.0,6.0,5.0,8.0,12.0,NaN,0.0,NaN,NaN,NaN,13.0,NaN,NaN,NaN,NaN
2024-06-25 09:00:00,NaN,NaN,6.0,9.0,37.0,13.0,NaN,9.0,9.0,NaN,10.0,7.0,7.0,3.0,8.0,9.0,NaN,5.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-25 10:00:00,NaN,NaN,8.0,3.0,18.0,9.0,NaN,3.0,9.0,NaN,9.0,5.0,5.0,1.0,8.0,9.0,NaN,8.0,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN
2024-06-25 11:00:00,NaN,NaN,NaN,3.0,7.0,0.0,NaN,3.0,4.0,NaN,4.0,4.0,4.0,1.0,1.0,4.0,NaN,2.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-25 12:00:00,NaN,4.0,NaN,1.0,-1.0,5.0,NaN,4.0,1.0,NaN,3.0,3.0,0.0,0.0,3.0,3.0,NaN,2.0,NaN,NaN,NaN,19.0,NaN,NaN,NaN,NaN
2024-06-25 13:00:00,NaN,5.0,NaN,1.0,-3.0,4.0,NaN,3.0,1.0,NaN,3.0,3.0,2.0,1.0,2.0,3.0,NaN,6.0,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN
2024-06-25 14:00:00,NaN,5.0,NaN,1.0,-8.0,3.0,NaN,2.0,0.0,NaN,2.0,4.0,0.0,0.0,-1.0,3.0,NaN,2.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-25 15:00:00,NaN,4.0,NaN,0.0,-4.0,2.0,NaN,5.0,0.0,NaN,4.0,4.0,-1.0,2.0,1.0,4.0,NaN,4.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-25 16:00:00,NaN,2.0,NaN,-1.0,-4.0,8.0,NaN,6.0,1.0,NaN,3.0,4.0,1.0,1.0,0.0,4.0,NaN,3.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-25 17:00:00,NaN,4.0,NaN,3.0,-5.0,-1.0,NaN,0.0,0.0,NaN,3.0,2.0,2.0,2.0,1.0,2.0,NaN,3.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-25 18:00:00,NaN,1.0,NaN,1.0,-7.0,2.0,NaN,4.0,1.0,NaN,5.0,1.0,0.0,-1.0,-1.0,1.0,NaN,4.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-25 19:00:00,NaN,5.0,NaN,1.0,-2.0,2.0,NaN,2.0,0.0,NaN,3.0,1.0,1.0,0.0,0.0,0.0,NaN,0.0,NaN,NaN,NaN,8.0,NaN,NaN,NaN,NaN
2024-06-25 20:00:00,NaN,5.0,NaN,2.0,-1.0,4.0,NaN,3.0,1.0,NaN,2.0,2.0,3.0,0.0,2.0,4.0,NaN,5.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-25 21:00:00,NaN,2.0,NaN,2.0,0.0,1.0,NaN,-2.0,1.0,NaN,4.0,1.0,0.0,1.0,-1.0,3.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN
2024-06-25 22:00:00,NaN,3.0,NaN,0.0,-1.0,6.0,NaN,2.0,2.0,NaN,2.0,2.0,1.0,1.0,1.0,1.0,NaN,2.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-25 23:00:00,NaN,2.0,NaN,2.0,-2.0,9.0,NaN,3.0,1.0,NaN,4.0,1.0,2.0,3.0,1.0,2.0,NaN,3.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-26 00:00:00,NaN,1.0,NaN,2.0,0.0,1.0,NaN,1.0,-1.0,NaN,2.0,2.0,1.0,0.0,1.0,3.0,NaN,-2.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN
2024-06-26 01:00:00,NaN,1.0,NaN,1.0,0.0,2.0,NaN,4.0,1.0,NaN,2.0,3.0,2.0,1.0,-1.0,2.0,NaN,3.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN
2024-06-26 02:00:00,NaN,2.0,NaN,1.0,1.0,0.0,NaN,6.0,0.0,NaN,2.0,3.0,1.0,2.0,0.0,2.0,NaN,3.0,NaN,NaN,NaN,5.0,NaN,NaN,NaN,NaN
2024-06-26 03:00:00,NaN,1.0,NaN,1.0,3.0,8.0,NaN,3.0,-1.0,NaN,5.0,3.0,3.0,1.0,0.0,4.0,NaN,4.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN
2024-06-26 04:00:00,NaN,10.0,NaN,2.0,1.0,2.0,NaN,6.0,2.0,NaN,5.0,3.0,3.0,2.0,1.0,2.0,NaN,3.0,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN
2024-06-26 05:00:00,NaN,1.0,NaN,1.0,0.0,-1.0,NaN,2.0,2.0,NaN,2.0,0.0,1.0,0.0,1.0,2.0,NaN,3.0,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN
2024-06-26 06:00:00,NaN,6.0,NaN,1.0,2.0,-3.0,NaN,1.0,3.0,NaN,3.0,2.0,2.0,1.0,4.0,1.0,NaN,2.0,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN
2024-06-26 07:00:00,NaN,3.0,NaN,2.0,0.0,3.0,NaN,1.0,2.0,NaN,2.0,3.0,2.0,2.0,0.0,2.0,NaN,2.0,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN
2024-06-26 08:00:00,NaN,2.0,NaN,2.0,4.0,0.0,NaN,3.0,1.0,NaN,3.0,3.0,1.0,3.0,0.0,2.0,NaN,3.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-26 09:00:00,NaN,1.0,NaN,2.0,0.0,-1.0,NaN,-2.0,-1.0,NaN,4.0,1.0,2.0,2.0,1.0,1.0,NaN,6.0,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN
2024-06-26 10:00:00,NaN,3.0,NaN,3.0,7.0,5.0,NaN,1.0,2.0,NaN,4.0,3.0,0.0,1.0,1.0,2.0,NaN,8.0,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN
2024-06-26 11:00:00,NaN,2.0,NaN,2.0,6.0,-1.0,NaN,1.0,4.0,NaN,4.0,2.0,2.0,2.0,1.0,4.0,NaN,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-06-26 12:00:00,NaN,NaN,NaN,0.0,5.0,6.0,NaN,3.0,3.0,NaN,3.0,3.0,2.0,4.0,0.0,1.0,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-06-26 13:00:00,NaN,5.0,NaN,1.0,2.0,7.0,NaN,5.0,1.0,NaN,3.0,3.0,4.0,4.0,-2.0,4.0,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-06-26 14:00:00,NaN,2.0,NaN,3.0,11.0,0.0,NaN,-2.0,2.0,NaN,3.0,3.0,0.0,0.0,1.0,4.0,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-06-26 15:00:00,NaN,0.0,4.0,3.0,13.0,-2.0,NaN,6.0,3.0,NaN,4.0,NaN,3.0,4.0,1.0,5.0,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-06-26 16:00:00,NaN,5.0,1.0,2.0,11.0,5.0,NaN,3.0,1.0,NaN,3.0,NaN,2.0,2.0,1.0,2.0,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-06-26 17:00:00,NaN,3.0,2.0,4.0,3.0,13.0,NaN,6.0,2.0,NaN,NaN,5.0,2.0,0.0,2.0,4.0,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
